Mod:Item:MetaData, Localized Name
enderio:block_pasture_enlightened_fused_glass:11, 荧光纯净玻璃
enderio:block_pasture_enlightened_fused_glass:12, 荧光纯净玻璃
enderio:block_pasture_enlightened_fused_glass:13, 荧光纯净玻璃
enderio:block_pasture_enlightened_fused_glass:14, 荧光纯净玻璃
enderio:block_pasture_enlightened_fused_glass:15, 荧光纯净玻璃
enderio:block_pasture_dark_fused_quartz:0, 黑暗石英玻璃
enderio:block_pasture_dark_fused_quartz:1, 黑暗石英玻璃
enderio:block_pasture_dark_fused_quartz:2, 黑暗石英玻璃
enderio:block_pasture_dark_fused_quartz:3, 黑暗石英玻璃
enderio:block_pasture_dark_fused_quartz:4, 黑暗石英玻璃
enderio:block_pasture_dark_fused_quartz:5, 黑暗石英玻璃
enderio:block_pasture_dark_fused_quartz:6, 黑暗石英玻璃
enderio:block_pasture_dark_fused_quartz:7, 黑暗石英玻璃
enderio:block_pasture_dark_fused_quartz:8, 黑暗石英玻璃
enderio:block_pasture_dark_fused_quartz:9, 黑暗石英玻璃
enderio:block_pasture_dark_fused_quartz:10, 黑暗石英玻璃
enderio:block_pasture_dark_fused_quartz:11, 黑暗石英玻璃
enderio:block_pasture_dark_fused_quartz:12, 黑暗石英玻璃
enderio:block_pasture_dark_fused_quartz:13, 黑暗石英玻璃
enderio:block_pasture_dark_fused_quartz:14, 黑暗石英玻璃
enderio:block_pasture_dark_fused_quartz:15, 黑暗石英玻璃
enderio:block_pasture_dark_fused_glass:0, 黑暗纯净玻璃
enderio:block_pasture_dark_fused_glass:1, 黑暗纯净玻璃
enderio:block_pasture_dark_fused_glass:2, 黑暗纯净玻璃
enderio:block_pasture_dark_fused_glass:3, 黑暗纯净玻璃
enderio:block_pasture_dark_fused_glass:4, 黑暗纯净玻璃
enderio:block_pasture_dark_fused_glass:5, 黑暗纯净玻璃
enderio:block_pasture_dark_fused_glass:6, 黑暗纯净玻璃
enderio:block_pasture_dark_fused_glass:7, 黑暗纯净玻璃
enderio:block_pasture_dark_fused_glass:8, 黑暗纯净玻璃
enderio:block_pasture_dark_fused_glass:9, 黑暗纯净玻璃
enderio:block_pasture_dark_fused_glass:10, 黑暗纯净玻璃
enderio:block_pasture_dark_fused_glass:11, 黑暗纯净玻璃
enderio:block_pasture_dark_fused_glass:12, 黑暗纯净玻璃
enderio:block_pasture_dark_fused_glass:13, 黑暗纯净玻璃
enderio:block_pasture_dark_fused_glass:14, 黑暗纯净玻璃
enderio:block_pasture_dark_fused_glass:15, 黑暗纯净玻璃
enderio:block_not_holy_fused_quartz:0, 石英玻璃
enderio:block_not_holy_fused_quartz:1, 石英玻璃
enderio:block_not_holy_fused_quartz:2, 石英玻璃
enderio:block_not_holy_fused_quartz:3, 石英玻璃
enderio:block_not_holy_fused_quartz:4, 石英玻璃
enderio:block_not_holy_fused_quartz:5, 石英玻璃
enderio:block_not_holy_fused_quartz:6, 石英玻璃
enderio:block_not_holy_fused_quartz:7, 石英玻璃
enderio:block_not_holy_fused_quartz:8, 石英玻璃
enderio:block_not_holy_fused_quartz:9, 石英玻璃
enderio:block_not_holy_fused_quartz:10, 石英玻璃
enderio:block_not_holy_fused_quartz:11, 石英玻璃
enderio:block_not_holy_fused_quartz:12, 石英玻璃
enderio:block_not_holy_fused_quartz:13, 石英玻璃
enderio:block_not_holy_fused_quartz:14, 石英玻璃
enderio:block_not_holy_fused_quartz:15, 石英玻璃
enderio:block_not_holy_fused_glass:0, 纯净玻璃
enderio:block_not_holy_fused_glass:1, 纯净玻璃
enderio:block_not_holy_fused_glass:2, 纯净玻璃
enderio:block_not_holy_fused_glass:3, 纯净玻璃
enderio:block_not_holy_fused_glass:4, 纯净玻璃
enderio:block_not_holy_fused_glass:5, 纯净玻璃
enderio:block_not_holy_fused_glass:6, 纯净玻璃
enderio:block_not_holy_fused_glass:7, 纯净玻璃
enderio:block_not_holy_fused_glass:8, 纯净玻璃
enderio:block_not_holy_fused_glass:9, 纯净玻璃
enderio:block_not_holy_fused_glass:10, 纯净玻璃
enderio:block_not_holy_fused_glass:11, 纯净玻璃
enderio:block_not_holy_fused_glass:12, 纯净玻璃
enderio:block_not_holy_fused_glass:13, 纯净玻璃
enderio:block_not_holy_fused_glass:14, 纯净玻璃
enderio:block_not_holy_fused_glass:15, 纯净玻璃
enderio:block_not_holy_enlightened_fused_quartz:0, 荧光石英玻璃
enderio:block_not_holy_enlightened_fused_quartz:1, 荧光石英玻璃
enderio:block_not_holy_enlightened_fused_quartz:2, 荧光石英玻璃
enderio:block_not_holy_enlightened_fused_quartz:3, 荧光石英玻璃
enderio:block_not_holy_enlightened_fused_quartz:4, 荧光石英玻璃
enderio:block_not_holy_enlightened_fused_quartz:5, 荧光石英玻璃
enderio:block_not_holy_enlightened_fused_quartz:6, 荧光石英玻璃
enderio:block_not_holy_enlightened_fused_quartz:7, 荧光石英玻璃
enderio:block_not_holy_enlightened_fused_quartz:8, 荧光石英玻璃
enderio:block_not_holy_enlightened_fused_quartz:9, 荧光石英玻璃
enderio:block_not_holy_enlightened_fused_quartz:10, 荧光石英玻璃
enderio:block_not_holy_enlightened_fused_quartz:11, 荧光石英玻璃
enderio:block_not_holy_enlightened_fused_quartz:12, 荧光石英玻璃
enderio:block_not_holy_enlightened_fused_quartz:13, 荧光石英玻璃
enderio:block_not_holy_enlightened_fused_quartz:14, 荧光石英玻璃
enderio:block_not_holy_enlightened_fused_quartz:15, 荧光石英玻璃
enderio:block_not_holy_enlightened_fused_glass:0, 荧光纯净玻璃
enderio:block_not_holy_enlightened_fused_glass:1, 荧光纯净玻璃
enderio:block_not_holy_enlightened_fused_glass:2, 荧光纯净玻璃
enderio:block_not_holy_enlightened_fused_glass:3, 荧光纯净玻璃
enderio:block_not_holy_enlightened_fused_glass:4, 荧光纯净玻璃
enderio:block_not_holy_enlightened_fused_glass:5, 荧光纯净玻璃
enderio:block_not_holy_enlightened_fused_glass:6, 荧光纯净玻璃
enderio:block_not_holy_enlightened_fused_glass:7, 荧光纯净玻璃
enderio:block_not_holy_enlightened_fused_glass:8, 荧光纯净玻璃
enderio:block_not_holy_enlightened_fused_glass:9, 荧光纯净玻璃
enderio:block_not_holy_enlightened_fused_glass:10, 荧光纯净玻璃
enderio:block_not_holy_enlightened_fused_glass:11, 荧光纯净玻璃
enderio:block_not_holy_enlightened_fused_glass:12, 荧光纯净玻璃
enderio:block_not_holy_enlightened_fused_glass:13, 荧光纯净玻璃
enderio:block_not_holy_enlightened_fused_glass:14, 荧光纯净玻璃
enderio:block_not_holy_enlightened_fused_glass:15, 荧光纯净玻璃
enderio:block_not_holy_dark_fused_quartz:0, 黑暗石英玻璃
enderio:block_not_holy_dark_fused_quartz:1, 黑暗石英玻璃
enderio:block_not_holy_dark_fused_quartz:2, 黑暗石英玻璃
enderio:block_not_holy_dark_fused_quartz:3, 黑暗石英玻璃
enderio:block_not_holy_dark_fused_quartz:4, 黑暗石英玻璃
enderio:block_not_holy_dark_fused_quartz:5, 黑暗石英玻璃
enderio:block_not_holy_dark_fused_quartz:6, 黑暗石英玻璃
enderio:block_not_holy_dark_fused_quartz:7, 黑暗石英玻璃
enderio:block_not_holy_dark_fused_quartz:8, 黑暗石英玻璃
enderio:block_not_holy_dark_fused_quartz:9, 黑暗石英玻璃
enderio:block_not_holy_dark_fused_quartz:10, 黑暗石英玻璃
enderio:block_not_holy_dark_fused_quartz:11, 黑暗石英玻璃
enderio:block_not_holy_dark_fused_quartz:12, 黑暗石英玻璃
enderio:block_not_holy_dark_fused_quartz:13, 黑暗石英玻璃
enderio:block_not_holy_dark_fused_quartz:14, 黑暗石英玻璃
enderio:block_not_holy_dark_fused_quartz:15, 黑暗石英玻璃
enderio:block_not_holy_dark_fused_glass:0, 黑暗纯净玻璃
enderio:block_not_holy_dark_fused_glass:1, 黑暗纯净玻璃
enderio:block_not_holy_dark_fused_glass:2, 黑暗纯净玻璃
enderio:block_not_holy_dark_fused_glass:3, 黑暗纯净玻璃
enderio:block_not_holy_dark_fused_glass:4, 黑暗纯净玻璃
enderio:block_not_holy_dark_fused_glass:5, 黑暗纯净玻璃
enderio:block_not_holy_dark_fused_glass:6, 黑暗纯净玻璃
enderio:block_not_holy_dark_fused_glass:7, 黑暗纯净玻璃
enderio:block_not_holy_dark_fused_glass:8, 黑暗纯净玻璃
enderio:block_not_holy_dark_fused_glass:9, 黑暗纯净玻璃
enderio:block_not_holy_dark_fused_glass:10, 黑暗纯净玻璃
enderio:block_not_holy_dark_fused_glass:11, 黑暗纯净玻璃
enderio:block_not_holy_dark_fused_glass:12, 黑暗纯净玻璃
enderio:block_not_holy_dark_fused_glass:13, 黑暗纯净玻璃
enderio:block_not_holy_dark_fused_glass:14, 黑暗纯净玻璃
enderio:block_not_holy_dark_fused_glass:15, 黑暗纯净玻璃
enderio:block_not_unholy_fused_quartz:0, 石英玻璃
enderio:block_not_unholy_fused_quartz:1, 石英玻璃
enderio:block_not_unholy_fused_quartz:2, 石英玻璃
enderio:block_not_unholy_fused_quartz:3, 石英玻璃
enderio:block_not_unholy_fused_quartz:4, 石英玻璃
enderio:block_not_unholy_fused_quartz:5, 石英玻璃
enderio:block_not_unholy_fused_quartz:6, 石英玻璃
enderio:block_not_unholy_fused_quartz:7, 石英玻璃
enderio:block_not_unholy_fused_quartz:8, 石英玻璃
enderio:block_not_unholy_fused_quartz:9, 石英玻璃
enderio:block_not_unholy_fused_quartz:10, 石英玻璃
enderio:block_not_unholy_fused_quartz:11, 石英玻璃
enderio:block_not_unholy_fused_quartz:12, 石英玻璃
enderio:block_not_unholy_fused_quartz:13, 石英玻璃
enderio:block_not_unholy_fused_quartz:14, 石英玻璃
enderio:block_not_unholy_fused_quartz:15, 石英玻璃
enderio:block_not_unholy_fused_glass:0, 纯净玻璃
enderio:block_not_unholy_fused_glass:1, 纯净玻璃
enderio:block_not_unholy_fused_glass:2, 纯净玻璃
enderio:block_not_unholy_fused_glass:3, 纯净玻璃
enderio:block_not_unholy_fused_glass:4, 纯净玻璃
enderio:block_not_unholy_fused_glass:5, 纯净玻璃
enderio:block_not_unholy_fused_glass:6, 纯净玻璃
enderio:block_not_unholy_fused_glass:7, 纯净玻璃
enderio:block_not_unholy_fused_glass:8, 纯净玻璃
enderio:block_not_unholy_fused_glass:9, 纯净玻璃
enderio:block_not_unholy_fused_glass:10, 纯净玻璃
enderio:block_not_unholy_fused_glass:11, 纯净玻璃
enderio:block_not_unholy_fused_glass:12, 纯净玻璃
enderio:block_not_unholy_fused_glass:13, 纯净玻璃
enderio:block_not_unholy_fused_glass:14, 纯净玻璃
enderio:block_not_unholy_fused_glass:15, 纯净玻璃
enderio:block_not_unholy_enlightened_fused_quartz:0, 荧光石英玻璃
enderio:block_not_unholy_enlightened_fused_quartz:1, 荧光石英玻璃
enderio:block_not_unholy_enlightened_fused_quartz:2, 荧光石英玻璃
enderio:block_not_unholy_enlightened_fused_quartz:3, 荧光石英玻璃
enderio:block_not_unholy_enlightened_fused_quartz:4, 荧光石英玻璃
enderio:block_not_unholy_enlightened_fused_quartz:5, 荧光石英玻璃
enderio:block_not_unholy_enlightened_fused_quartz:6, 荧光石英玻璃
enderio:block_not_unholy_enlightened_fused_quartz:7, 荧光石英玻璃
enderio:block_not_unholy_enlightened_fused_quartz:8, 荧光石英玻璃
enderio:block_not_unholy_enlightened_fused_quartz:9, 荧光石英玻璃
enderio:block_not_unholy_enlightened_fused_quartz:10, 荧光石英玻璃
enderio:block_not_unholy_enlightened_fused_quartz:11, 荧光石英玻璃
enderio:block_not_unholy_enlightened_fused_quartz:12, 荧光石英玻璃
enderio:block_not_unholy_enlightened_fused_quartz:13, 荧光石英玻璃
enderio:block_not_unholy_enlightened_fused_quartz:14, 荧光石英玻璃
enderio:block_not_unholy_enlightened_fused_quartz:15, 荧光石英玻璃
enderio:block_not_unholy_enlightened_fused_glass:0, 荧光纯净玻璃
enderio:block_not_unholy_enlightened_fused_glass:1, 荧光纯净玻璃
enderio:block_not_unholy_enlightened_fused_glass:2, 荧光纯净玻璃
enderio:block_not_unholy_enlightened_fused_glass:3, 荧光纯净玻璃
enderio:block_not_unholy_enlightened_fused_glass:4, 荧光纯净玻璃
enderio:block_not_unholy_enlightened_fused_glass:5, 荧光纯净玻璃
enderio:block_not_unholy_enlightened_fused_glass:6, 荧光纯净玻璃
enderio:block_not_unholy_enlightened_fused_glass:7, 荧光纯净玻璃
enderio:block_not_unholy_enlightened_fused_glass:8, 荧光纯净玻璃
enderio:block_not_unholy_enlightened_fused_glass:9, 荧光纯净玻璃
enderio:block_not_unholy_enlightened_fused_glass:10, 荧光纯净玻璃
enderio:block_not_unholy_enlightened_fused_glass:11, 荧光纯净玻璃
enderio:block_not_unholy_enlightened_fused_glass:12, 荧光纯净玻璃
enderio:block_not_unholy_enlightened_fused_glass:13, 荧光纯净玻璃
enderio:block_not_unholy_enlightened_fused_glass:14, 荧光纯净玻璃
enderio:block_not_unholy_enlightened_fused_glass:15, 荧光纯净玻璃
enderio:block_not_unholy_dark_fused_quartz:0, 黑暗石英玻璃
enderio:block_not_unholy_dark_fused_quartz:1, 黑暗石英玻璃
enderio:block_not_unholy_dark_fused_quartz:2, 黑暗石英玻璃
enderio:block_not_unholy_dark_fused_quartz:3, 黑暗石英玻璃
enderio:block_not_unholy_dark_fused_quartz:4, 黑暗石英玻璃
enderio:block_not_unholy_dark_fused_quartz:5, 黑暗石英玻璃
enderio:block_not_unholy_dark_fused_quartz:6, 黑暗石英玻璃
enderio:block_not_unholy_dark_fused_quartz:7, 黑暗石英玻璃
enderio:block_not_unholy_dark_fused_quartz:8, 黑暗石英玻璃
enderio:block_not_unholy_dark_fused_quartz:9, 黑暗石英玻璃
enderio:block_not_unholy_dark_fused_quartz:10, 黑暗石英玻璃
enderio:block_not_unholy_dark_fused_quartz:11, 黑暗石英玻璃
enderio:block_not_unholy_dark_fused_quartz:12, 黑暗石英玻璃
enderio:block_not_unholy_dark_fused_quartz:13, 黑暗石英玻璃
enderio:block_not_unholy_dark_fused_quartz:14, 黑暗石英玻璃
enderio:block_not_unholy_dark_fused_quartz:15, 黑暗石英玻璃
enderio:block_not_unholy_dark_fused_glass:0, 黑暗纯净玻璃
enderio:block_not_unholy_dark_fused_glass:1, 黑暗纯净玻璃
enderio:block_not_unholy_dark_fused_glass:2, 黑暗纯净玻璃
enderio:block_not_unholy_dark_fused_glass:3, 黑暗纯净玻璃
enderio:block_not_unholy_dark_fused_glass:4, 黑暗纯净玻璃
enderio:block_not_unholy_dark_fused_glass:5, 黑暗纯净玻璃
enderio:block_not_unholy_dark_fused_glass:6, 黑暗纯净玻璃
enderio:block_not_unholy_dark_fused_glass:7, 黑暗纯净玻璃
enderio:block_not_unholy_dark_fused_glass:8, 黑暗纯净玻璃
enderio:block_not_unholy_dark_fused_glass:9, 黑暗纯净玻璃
enderio:block_not_unholy_dark_fused_glass:10, 黑暗纯净玻璃
enderio:block_not_unholy_dark_fused_glass:11, 黑暗纯净玻璃
enderio:block_not_unholy_dark_fused_glass:12, 黑暗纯净玻璃
enderio:block_not_unholy_dark_fused_glass:13, 黑暗纯净玻璃
enderio:block_not_unholy_dark_fused_glass:14, 黑暗纯净玻璃
enderio:block_not_unholy_dark_fused_glass:15, 黑暗纯净玻璃
enderio:block_not_pasture_fused_quartz:0, 石英玻璃
enderio:block_not_pasture_fused_quartz:1, 石英玻璃
enderio:block_not_pasture_fused_quartz:2, 石英玻璃
enderio:block_not_pasture_fused_quartz:3, 石英玻璃
enderio:block_not_pasture_fused_quartz:4, 石英玻璃
enderio:block_not_pasture_fused_quartz:5, 石英玻璃
enderio:block_not_pasture_fused_quartz:6, 石英玻璃
enderio:block_not_pasture_fused_quartz:7, 石英玻璃
enderio:block_not_pasture_fused_quartz:8, 石英玻璃
enderio:block_not_pasture_fused_quartz:9, 石英玻璃
enderio:block_not_pasture_fused_quartz:10, 石英玻璃
enderio:block_not_pasture_fused_quartz:11, 石英玻璃
enderio:block_not_pasture_fused_quartz:12, 石英玻璃
enderio:block_not_pasture_fused_quartz:13, 石英玻璃
enderio:block_not_pasture_fused_quartz:14, 石英玻璃
enderio:block_not_pasture_fused_quartz:15, 石英玻璃
enderio:block_not_pasture_fused_glass:0, 纯净玻璃
enderio:block_not_pasture_fused_glass:1, 纯净玻璃
enderio:block_not_pasture_fused_glass:2, 纯净玻璃
enderio:block_not_pasture_fused_glass:3, 纯净玻璃
enderio:block_not_pasture_fused_glass:4, 纯净玻璃
enderio:block_not_pasture_fused_glass:5, 纯净玻璃
enderio:block_not_pasture_fused_glass:6, 纯净玻璃
enderio:block_not_pasture_fused_glass:7, 纯净玻璃
enderio:block_not_pasture_fused_glass:8, 纯净玻璃
enderio:block_not_pasture_fused_glass:9, 纯净玻璃
enderio:block_not_pasture_fused_glass:10, 纯净玻璃
enderio:block_not_pasture_fused_glass:11, 纯净玻璃
enderio:block_not_pasture_fused_glass:12, 纯净玻璃
enderio:block_not_pasture_fused_glass:13, 纯净玻璃
enderio:block_not_pasture_fused_glass:14, 纯净玻璃
enderio:block_not_pasture_fused_glass:15, 纯净玻璃
enderio:block_not_pasture_enlightened_fused_quartz:0, 荧光石英玻璃
enderio:block_not_pasture_enlightened_fused_quartz:1, 荧光石英玻璃
enderio:block_not_pasture_enlightened_fused_quartz:2, 荧光石英玻璃
enderio:block_not_pasture_enlightened_fused_quartz:3, 荧光石英玻璃
enderio:block_not_pasture_enlightened_fused_quartz:4, 荧光石英玻璃
enderio:block_not_pasture_enlightened_fused_quartz:5, 荧光石英玻璃
enderio:block_not_pasture_enlightened_fused_quartz:6, 荧光石英玻璃
enderio:block_not_pasture_enlightened_fused_quartz:7, 荧光石英玻璃
enderio:block_not_pasture_enlightened_fused_quartz:8, 荧光石英玻璃
enderio:block_not_pasture_enlightened_fused_quartz:9, 荧光石英玻璃
enderio:block_not_pasture_enlightened_fused_quartz:10, 荧光石英玻璃
enderio:block_not_pasture_enlightened_fused_quartz:11, 荧光石英玻璃
enderio:block_not_pasture_enlightened_fused_quartz:12, 荧光石英玻璃
enderio:block_not_pasture_enlightened_fused_quartz:13, 荧光石英玻璃
enderio:block_not_pasture_enlightened_fused_quartz:14, 荧光石英玻璃
enderio:block_not_pasture_enlightened_fused_quartz:15, 荧光石英玻璃
enderio:block_not_pasture_enlightened_fused_glass:0, 荧光纯净玻璃
enderio:block_not_pasture_enlightened_fused_glass:1, 荧光纯净玻璃
enderio:block_not_pasture_enlightened_fused_glass:2, 荧光纯净玻璃
enderio:block_not_pasture_enlightened_fused_glass:3, 荧光纯净玻璃
enderio:block_not_pasture_enlightened_fused_glass:4, 荧光纯净玻璃
enderio:block_not_pasture_enlightened_fused_glass:5, 荧光纯净玻璃
enderio:block_not_pasture_enlightened_fused_glass:6, 荧光纯净玻璃
enderio:block_not_pasture_enlightened_fused_glass:7, 荧光纯净玻璃
enderio:block_not_pasture_enlightened_fused_glass:8, 荧光纯净玻璃
enderio:block_not_pasture_enlightened_fused_glass:9, 荧光纯净玻璃
enderio:block_not_pasture_enlightened_fused_glass:10, 荧光纯净玻璃
enderio:block_not_pasture_enlightened_fused_glass:11, 荧光纯净玻璃
enderio:block_not_pasture_enlightened_fused_glass:12, 荧光纯净玻璃
enderio:block_not_pasture_enlightened_fused_glass:13, 荧光纯净玻璃
enderio:block_not_pasture_enlightened_fused_glass:14, 荧光纯净玻璃
enderio:block_not_pasture_enlightened_fused_glass:15, 荧光纯净玻璃
enderio:block_not_pasture_dark_fused_quartz:0, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:1, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:2, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:3, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:4, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:5, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:6, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:7, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:8, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:9, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:10, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:11, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:12, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:13, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:14, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_quartz:15, 黑暗石英玻璃
enderio:block_not_pasture_dark_fused_glass:0, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:1, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:2, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:3, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:4, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:5, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:6, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:7, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:8, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:9, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:10, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:11, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:12, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:13, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:14, 黑暗纯净玻璃
enderio:block_not_pasture_dark_fused_glass:15, 黑暗纯净玻璃
enderio:item_soul_vial, 灵魂瓶
enderio:block_detector_block:0, 方块检测器
enderio:block_detector_block_silent:0, 方块检测器（无声）
enderio:item_dark_steel_helmet, 玄钢头盔
enderio:item_dark_steel_chestplate, 玄钢胸甲
enderio:item_dark_steel_leggings, 玄钢护腿
enderio:item_dark_steel_boots, 玄钢靴子
enderio:item_dark_steel_shield, 玄钢盾牌
enderio:item_dark_steel_sword, 终结之剑
enderio:item_dark_steel_pickaxe, 玄钢镐
enderio:item_dark_steel_axe, 玄钢斧
enderio:item_dark_steel_bow, 玄钢弓
enderio:item_dark_steel_shears, 玄钢剪
enderio:item_dark_steel_treetap, 玄钢木龙头
enderio:item_dark_steel_crook, 玄钢钩
enderio:item_dark_steel_hand, 玄钢反铲
enderio:item_inventory_charger_simple, 简易物品栏充能器
enderio:item_inventory_charger_basic, 基础物品栏充能器
enderio:item_inventory_charger, 物品栏充能器
enderio:item_inventory_charger_vibrant, 脉冲物品栏充能器
enderio:item_end_steel_sword, 终结之剑 Ⅱ 型
enderio:item_end_steel_pickaxe, 末影钢镐
enderio:item_end_steel_axe, 末影钢斧
enderio:item_end_steel_bow, 末影钢弓
enderio:item_end_steel_helmet, 末影钢头盔
enderio:item_end_steel_chestplate, 末影钢胸甲
enderio:item_end_steel_leggings, 末影钢护腿
enderio:item_end_steel_boots, 末影钢靴子
enderio:item_end_steel_shield, 末影钢盾
enderio:item_staff_of_levity:0, 飘浮权杖
enderio:item_staff_of_levity:0, 飘浮权杖
enderio:item_dark_steel_upgrade:0, 空白玄钢升级
enderio:item_dark_steel_upgrade:1, 玄钢升级（微型玄钢砧）
enderio:item_dark_steel_upgrade:1, 玄钢升级（微型玄钢砧）
enderio:item_dark_steel_upgrade:1, 玄钢升级（迷你玄钢砧）
enderio:item_dark_steel_upgrade:1, 玄钢升级（迷你玄钢砧）
enderio:item_dark_steel_upgrade:1, 玄钢升级（口袋玄钢砧）
enderio:item_dark_steel_upgrade:1, 玄钢升级（口袋玄钢砧）
enderio:item_dark_steel_upgrade:1, 玄钢升级（地毯）
enderio:item_dark_steel_upgrade:1, 玄钢升级（地毯）
enderio:item_dark_steel_upgrade:1, 玄钢升级（深度）
enderio:item_dark_steel_upgrade:1, 玄钢升级（深度）
enderio:item_dark_steel_upgrade:1, 玄钢升级（存入）
enderio:item_dark_steel_upgrade:1, 玄钢升级（存入）
enderio:item_dark_steel_upgrade:1, 玄钢升级（鞘翅）
enderio:item_dark_steel_upgrade:1, 玄钢升级（鞘翅）
enderio:item_dark_steel_upgrade:1, 玄钢升级（注能 I）
enderio:item_dark_steel_upgrade:1, 玄钢升级（注能 I）
enderio:item_dark_steel_upgrade:1, 玄钢升级（注能 II）
enderio:item_dark_steel_upgrade:1, 玄钢升级（注能 II）
enderio:item_dark_steel_upgrade:1, 玄钢升级（注能 III）
enderio:item_dark_steel_upgrade:1, 玄钢升级（注能 III）
enderio:item_dark_steel_upgrade:1, 玄钢升级（注能 IV）
enderio:item_dark_steel_upgrade:1, 玄钢升级（注能 IV）
enderio:item_dark_steel_upgrade:1, 玄钢升级（注能 V）
enderio:item_dark_steel_upgrade:1, 玄钢升级（注能 V）
enderio:item_dark_steel_upgrade:1, 玄钢升级（滑翔）
enderio:item_dark_steel_upgrade:1, 玄钢升级（滑翔）
enderio:item_dark_steel_upgrade:1, 玄钢升级（叉子）
enderio:item_dark_steel_upgrade:1, 玄钢升级（叉子）
enderio:item_dark_steel_upgrade:1, 玄钢升级（物品栏 I）
enderio:item_dark_steel_upgrade:1, 玄钢升级（物品栏 I）
enderio:item_dark_steel_upgrade:1, 玄钢升级（物品栏 II）
enderio:item_dark_steel_upgrade:1, 玄钢升级（物品栏 II）
enderio:item_dark_steel_upgrade:1, 玄钢升级（物品栏 III）
enderio:item_dark_steel_upgrade:1, 玄钢升级（物品栏 III）
enderio:item_dark_steel_upgrade:1, 玄钢升级（跳跃 I）
enderio:item_dark_steel_upgrade:1, 玄钢升级（跳跃 I）
enderio:item_dark_steel_upgrade:1, 玄钢升级（跳跃 II）
enderio:item_dark_steel_upgrade:1, 玄钢升级（跳跃 II）
enderio:item_dark_steel_upgrade:1, 玄钢升级（跳跃 III）
enderio:item_dark_steel_upgrade:1, 玄钢升级（跳跃 III）
enderio:item_dark_steel_upgrade:1, 玄钢升级（夜视）
enderio:item_dark_steel_upgrade:1, 玄钢升级（夜视）
enderio:item_dark_steel_upgrade:1, 玄钢升级（填充）
enderio:item_dark_steel_upgrade:1, 玄钢升级（填充）
enderio:item_dark_steel_upgrade:1, 玄钢升级（简易太阳能）
enderio:item_dark_steel_upgrade:1, 玄钢升级（简易太阳能）
enderio:item_dark_steel_upgrade:1, 玄钢升级（太阳能 I）
enderio:item_dark_steel_upgrade:1, 玄钢升级（太阳能 I）
enderio:item_dark_steel_upgrade:1, 玄钢升级（太阳能 II）
enderio:item_dark_steel_upgrade:1, 玄钢升级（太阳能 II）
enderio:item_dark_steel_upgrade:1, 玄钢升级（太阳能 III）
enderio:item_dark_steel_upgrade:1, 玄钢升级（太阳能 III）
enderio:item_dark_steel_upgrade:1, 玄钢升级（声波定位）
enderio:item_dark_steel_upgrade:1, 玄钢升级（声波定位）
enderio:item_dark_steel_upgrade:1, 玄钢升级（速度 I）
enderio:item_dark_steel_upgrade:1, 玄钢升级（速度 I）
enderio:item_dark_steel_upgrade:1, 玄钢升级（速度 II）
enderio:item_dark_steel_upgrade:1, 玄钢升级（速度 II）
enderio:item_dark_steel_upgrade:1, 玄钢升级（速度 III）
enderio:item_dark_steel_upgrade:1, 玄钢升级（速度 III）
enderio:item_dark_steel_upgrade:1, 玄钢升级（勺子）
enderio:item_dark_steel_upgrade:1, 玄钢升级（勺子）
enderio:item_dark_steel_upgrade:1, 玄钢升级（步行辅助）
enderio:item_dark_steel_upgrade:1, 玄钢升级（步行辅助）
enderio:item_dark_steel_upgrade:1, 玄钢升级（脚蹼）
enderio:item_dark_steel_upgrade:1, 玄钢升级（脚蹼）
